id,team,player,x,y,xg,xgot,shotType,situation

3349038,Germany,Emre Can,20.3,47.8,0.035832051187754,0.3357,goal,assisted
3349035,Germany,Leroy Sané,25.3,52.6,0.041160963475704,,miss,fast-break
3349034,Germany,Leroy Sané,19.5,68.5,0.014805857092142,0.0226,save,assisted
3349033,Germany,Maximilian Mittelstädt,15.6,31.3,0.025137145072222,,miss,corner
3349012,Germany,Niclas Füllkrug,15.0,48.0,0.18599766492844,0.3863,goal,regular
3349011,Germany,Maximilian Mittelstädt,21.0,32.1,0.017643390223384,,miss,corner
3349010,Germany,Leroy Sané,11.7,65.4,0.12839362025261,0.1463,save,fast-break
3349008,Germany,Florian Wirtz,27.8,44.8,0.026532743126154,,miss,assisted
3349009,Germany,Maximilian Mittelstädt,15.9,29.4,0.031711459159851,,block,regular
3349007,Germany,İlkay Gündoğan,8.2,46.4,0.12547841668129,,block,regular
3349005,Germany,Florian Wirtz,7.6,58.9,0.097916819155216,,miss,assisted
3349003,Germany,Joshua Kimmich,21.6,65.8,0.033394705504179,,block,corner
3349004,Germany,Pascal Groß,20.7,32.3,0.033208217471838,,block,corner
3349002,Germany,Antonio Rüdiger,12.1,53.6,0.017593936994672,,block,corner
3349001,Germany,Antonio Rüdiger,30.9,53.6,0.026680184528232,0.2263,save,assisted
3349000,Germany,Kai Havertz,11.5,50.0,0.7884,0.9606,goal,penalty
3348998,Germany,İlkay Gündoğan,7.6,53.2,0.099803552031517,0.1761,save,assisted
3348946,Germany,Kai Havertz,18.4,52.1,0.13858512043953,0.3661,save,free-kick
3348945,Germany,Jamal Musiala,12.5,47.0,0.17583408951759,0.3379,goal,assisted
3348944,Germany,Florian Wirtz,17.7,51.6,0.10261054337025,0.3744,goal,assisted
3349036,Scotland,Antonio Rüdiger,7.7,53.8,,,goal,set-piece
3349037,Scotland,Scott McKenna,10.1,63.6,0.018720520660281,,miss,set-piece
3350543,Hungary,Roland Sallai,13.7,46.1,0.046237502247095,,block,set-piece
3350542,Hungary,Barnabás Varga,4.7,51.9,0.66239815950394,0.754,goal,assisted
3350541,Hungary,Barnabás Varga,7.6,53.4,0.19832329452038,,miss,assisted
3350512,Hungary,Willi Orbán,7.8,48.9,0.20752122998238,0.2275,save,set-piece
3350454,Hungary,Roland Sallai,21.5,58.4,0.047491833567619,,miss,assisted
3350434,Hungary,Attila Szalai,8.9,32.7,0.090483568608761,,miss,set-piece
3350550,Switzerland,Breel Embolo,12.5,51.6,0.60602176189423,0.4105,goal,regular
3350547,Switzerland,Granit Xhaka,3.8,59.5,0.064050666987896,0.0276,save,corner
3350548,Switzerland,Vincent Sierro,26.9,36.6,0.012615282088518,,block,assisted
3350546,Switzerland,Dan Ndoye,12.4,61.9,0.04870317876339,,miss,assisted
3350545,Switzerland,Fabian Schär,6.8,51.5,0.13657473027706,,miss,corner
3350544,Switzerland,Dan Ndoye,9.1,27.8,0.042792163789272,,block,assisted
3350540,Switzerland,Dan Ndoye,21.5,62.2,0.022582789883018,,miss,regular
3350539,Switzerland,Ruben Vargas,11.1,34.9,0.04500350728631,0.0319,save,assisted
3350538,Switzerland,Kwadwo Duah,13.4,35.3,0.10492362827063,0.1976,save,assisted
3350537,Switzerland,Kwadwo Duah,9.0,62.1,0.081945359706879,,block,assisted
3350520,Switzerland,Michel Aebischer,22.2,42.5,0.056842003017664,0.4062,goal,assisted
3350502,Switzerland,Fabian Schär,15.6,64.5,0.034765344113111,,block,regular
3350478,Switzerland,Fabian Schär,23.6,64.8,0.011286222375929,,block,corner
3350474,Switzerland,Ruben Vargas,11.9,56.3,0.54257935285568,0.4501,save,regular
3350464,Switzerland,Kwadwo Duah,9.7,52.3,0.51448106765747,0.8889,goal,assisted
3350732,Spain,Ferran Torres,9.5,69.5,0.045293860137463,,block,fast-break
3350721,Spain,Dani Olmo,26.2,48.5,0.024577317759395,,block,assisted
3350714,Spain,Lamine Yamal,25.3,58.7,0.066643297672272,,block,free-kick
3350707,Spain,Álvaro Morata,2.6,42.1,0.23782688379288,,miss,corner
3350706,Spain,Lamine Yamal,9.8,61.5,0.32134181261063,0.8362,save,fast-break
3350623,Spain,Daniel Carvajal,5.2,53.6,0.50334048271179,0.649,goal,corner
3350619,Spain,Robin Le Normand,6.1,48.5,0.14660137891769,,miss,corner
3350616,Spain,Fabián Ruiz,14.3,46.6,0.13585475087166,0.1444,goal,assisted
3350613,Spain,Álvaro Morata,15.6,49.7,0.40400397777557,0.874,goal,fast-break
3350578,Spain,Lamine Yamal,11.9,62.4,0.079328164458275,,miss,fast-break
3350577,Spain,Álvaro Morata,22.1,63.0,0.047076772898436,0.1882,save,assisted
3350761,Croatia,Ivan Perišić,11.0,35.2,0.013606139458716,,miss,assisted
3350728,Croatia,Ivan Perišić,28.4,32.7,0.017737736925483,0.1917,save,assisted
3350729,Croatia,Ivan Perišić,18.2,33.4,0.045337736606598,,block,assisted
3350723,Croatia,Bruno Petković,11.5,50.0,0.7884,0.9883,save,penalty
3350713,Croatia,Mateo Kovačić,4.2,43.2,0.20006696879864,,miss,regular
3350711,Croatia,Andrej Kramarić,2.7,50.9,0.44897362589836,0.8995,save,assisted
3350709,Croatia,Ante Budimir,3.0,46.6,0.26666194200516,,miss,regular
3350708,Croatia,Josip Stanišić,7.4,59.3,0.18661279976368,,block,regular
3350704,Croatia,Joško Gvardiol,18.7,30.0,0.033455315977335,,block,assisted
3350622,Croatia,Mateo Kovačić,25.4,36.6,0.01821188442409,,miss,assisted
3350621,Croatia,Andrej Kramarić,30.4,55.3,0.014164580032229,,miss,assisted
3350620,Croatia,Joško Gvardiol,4.5,35.0,0.060781434178352,,miss,assisted
3350618,Croatia,Lovro Majer,2.9,64.2,0.12414707243443,,miss,regular
3350617,Croatia,Marcelo Brozović,18.5,49.9,0.097135782241821,0.1575,save,regular
3350615,Croatia,Mateo Kovačić,15.0,47.9,0.13484826683998,0.1603,save,assisted
3350581,Croatia,Ante Budimir,13.0,48.9,0.030576480552554,,miss,assisted
3351026,Italy,Federico Dimarco,23.8,27.2,0.023048551753163,0.0997,save,assisted
3351003,Italy,Giovanni Di Lorenzo,3.6,38.5,0.051838424056768,,block,corner
3350993,Italy,Federico Chiesa,17.6,65.8,0.03292191028595,,miss,assisted
3350980,Italy,Gianluca Scamacca,21.8,54.4,0.025939362123609,,miss,regular
3350971,Italy,Lorenzo Pellegrini,8.3,47.1,0.19831444323063,,miss,assisted
3350964,Italy,Riccardo Calafiori,8.9,48.1,0.05739189684391,,block,corner
3350962,Italy,Gianluca Scamacca,4.2,63.4,0.15886078774929,0.5179,save,assisted
3350956,Italy,Davide Frattesi,6.4,64.2,0.21675609052181,0.256,save,regular
3350952,Italy,Lorenzo Pellegrini,7.3,39.5,0.060825299471617,,miss,assisted
3350945,Italy,Federico Chiesa,24.0,43.2,0.01063616015017,,block,corner
3350955,Italy,Riccardo Calafiori,4.5,47.1,0.19445116817951,,block,corner
3350939,Italy,Nicolò Barella,18.9,47.3,0.089120268821716,0.3423,goal,regular
3350938,Italy,Gianluca Scamacca,14.5,64.4,0.030000058934093,,block,regular
3350893,Italy,Alessandro Bastoni,3.2,59.3,0.19220964610577,0.3749,goal,corner
3350892,Italy,Federico Dimarco,14.5,27.4,0.017558827996254,,block,assisted
3350886,Italy,Federico Chiesa,8.6,72.7,0.024331673979759,,block,assisted
3350880,Italy,Lorenzo Pellegrini,14.4,52.7,0.17223407328129,,miss,assisted
3351048,Albania,Mario Mitaj,18.2,29.4,0.04195773229003,,miss,assisted
3351041,Albania,Rey Manaj,3.8,66.2,0.21717385947704,,miss,assisted
3351011,Albania,Kristjan Asllani,20.4,56.2,0.033794123679399,,miss,corner
3350982,Albania,Kristjan Asllani,25.0,30.9,0.035784356296062,,block,free-kick
3350967,Albania,Jasir Asani,25.7,65.7,0.0067548104561865,,miss,set-piece
3350889,Albania,Berat Djimsiti,15.1,41.6,0.079451516270638,,miss,assisted
3350887,Albania,Jasir Asani,11.1,72.3,0.021808583289385,,block,assisted
3350879,Albania,Nedim Bajrami,7.6,67.0,0.068278282880783,0.5908,goal,regular
3353757,Poland,Nicola Zalewski,26.3,34.4,0.018668623641133,0.2002,save,assisted
3353756,Poland,Jakub Moder,28.4,57.9,0.021185558289289,0.1539,save,assisted
3353753,Poland,Jakub Piotrowski,1.2,41.3,0.13886666297913,,miss,regular
3353754,Poland,Karol Świderski,7.1,46.2,0.2272008061409,0.6561,save,assisted
3354215,Poland,Jakub Moder,4.0,47.9,0.47326856851578,,miss,corner
3353741,Poland,Jakub Moder,9.9,42.4,0.13386729359627,,miss,assisted
3353740,Poland,Piotr Zieliński,23.2,57.7,0.032944016158581,0.0297,save,assisted
3353739,Poland,Jakub Kiwior,11.4,62.0,0.11932069808245,0.2753,save,assisted
3353567,Poland,Jakub Kiwior,9.7,28.9,0.029082847759128,0.054,save,regular
3353550,Poland,Adam Buksa,6.1,46.0,0.12401009351015,0.0359,goal,corner
3353543,Poland,Adam Buksa,10.8,69.3,0.024317055940628,,block,assisted
3353505,Poland,Bartosz Salamon,53.5,54.2,0.011483704671264,,miss,fast-break
3353748,Netherlands,Wout Weghorst,7.9,46.6,0.13051977753639,0.8491,goal,regular
3353746,Netherlands,Stefan de Vrij,8.5,53.4,0.080307461321354,,miss,corner
3353742,Netherlands,Denzel Dumfries,8.3,70.1,0.022703681141138,,miss,assisted
3353738,Netherlands,Xavi Simons,12.5,64.4,0.079612195491791,,miss,fast-break
3353710,Netherlands,Memphis Depay,31.8,42.3,0.016206953674555,,miss,assisted
3353711,Netherlands,Tijjani Reijnders,20.4,67.1,0.02791609801352,,block,assisted
3353709,Netherlands,Xavi Simons,22.9,63.0,0.025146665051579,,block,regular
3353626,Netherlands,Memphis Depay,12.2,61.7,0.065954655408859,,miss,assisted
3353625,Netherlands,Tijjani Reijnders,24.6,35.9,0.022590301930904,,miss,assisted
3353623,Netherlands,Cody Gakpo,7.0,42.7,0.22849798202515,,miss,assisted
3353563,Netherlands,Cody Gakpo,21.6,44.0,0.047642592340708,0.0154,goal,assisted
3353561,Netherlands,Cody Gakpo,18.7,26.6,0.019071932882071,,miss,assisted
3353559,Netherlands,Tijjani Reijnders,1.8,39.7,0.051631979644299,,block,assisted
3353560,Netherlands,Denzel Dumfries,8.5,53.8,0.15706253051758,,miss,assisted
3353556,Netherlands,Memphis Depay,7.9,68.5,0.14724907279015,,miss,fast-break
3353554,Netherlands,Memphis Depay,14.7,51.1,0.12041456252337,,miss,assisted
3353552,Netherlands,Virgil van Dijk,13.6,48.9,0.035247884690762,0.053,save,corner
3353545,Netherlands,Xavi Simons,20.3,75.0,0.028496716171503,,miss,assisted
3353541,Netherlands,Tijjani Reijnders,14.1,52.6,0.076308354735374,,miss,assisted
3353504,Netherlands,Cody Gakpo,7.9,43.2,0.063879080116749,,miss,assisted
3353503,Netherlands,Cody Gakpo,7.9,28.2,0.019023744389415,0.2232,save,regular
3354099,Slovenia,Žan Karničnik,27.6,71.5,0.015452434308827,,miss,assisted
3354062,Slovenia,Andraž Šporar,4.8,67.5,0.064070291817188,0.3519,save,assisted
3354059,Slovenia,Andraž Šporar,8.0,50.9,0.11893562972546,,block,assisted
3354058,Slovenia,Andraž Šporar,9.2,50.2,0.15098048746586,,miss,regular
3354057,Slovenia,Erik Janža,23.2,32.6,0.0075910803861916,0.0978,goal,corner
3354055,Slovenia,Benjamin Šeško,25.4,56.0,0.017438104376197,,post,regular
3354054,Slovenia,Andraž Šporar,4.4,49.7,0.43042623996735,,miss,set-piece
3354048,Slovenia,Adam Gnezda Čerin,8.0,47.4,0.1680206656456,,miss,assisted
3353968,Slovenia,Erik Janža,25.3,43.0,0.019517036154866,,miss,corner
3353967,Slovenia,Erik Janža,24.0,45.4,0.016077375039458,,block,corner
3353950,Slovenia,Benjamin Šeško,25.2,55.3,0.028109900653362,,miss,assisted
3354093,Denmark,Morten Hjulmand,23.4,49.3,0.04688672721386,0.0829,save,assisted
3354061,Denmark,Jannik Vestergaard,8.8,36.0,0.010933407582343,0.1184,save,corner
3354053,Denmark,Jonas Wind,4.6,53.2,0.17822915315628,,miss,corner
3354051,Denmark,Christian Eriksen,5.2,34.8,0.055432561784983,,miss,throw-in-set-piece
3354047,Denmark,Alexander Bah,18.5,61.0,0.095054753124714,,block,fast-break
3354046,Denmark,Rasmus Højlund,4.5,54.3,0.40282422304153,0.9362,save,fast-break
3354041,Denmark,Pierre-Emile Højbjerg,7.0,57.9,0.18402346968651,,block,set-piece
3354039,Denmark,Andreas Christensen,14.8,42.1,0.009739157743752,,block,set-piece
3353989,Denmark,Christian Eriksen,11.2,40.6,0.19944770634174,,miss,assisted
3353987,Denmark,Christian Eriksen,26.2,45.6,0.017799753695726,,block,assisted
3353983,Denmark,Christian Eriksen,11.5,68.7,0.022119294852018,,block,assisted
3353978,Denmark,Joachim Andersen,8.6,52.1,0.059689719229937,,miss,corner
3353971,Denmark,Jannik Vestergaard,6.7,50.0,0.14500506222248,,miss,corner
3353952,Denmark,Christian Eriksen,9.0,54.9,0.33081686496735,0.8282,goal,throw-in-set-piece
3353949,Denmark,Victor Kristiansen,17.6,46.6,0.032999113202095,,block,throw-in-set-piece
3353946,Denmark,Andreas Christensen,13.2,46.6,0.0152208507061,,miss,set-piece
3354523,Serbia,Ivan Ilić,25.4,39.2,0.023023856803775,,block,assisted
3354516,Serbia,Sergej Milinković-Savić,25.7,35.2,0.017843138426542,,miss,assisted
3354506,Serbia,Veljko Birmančević,21.5,44.3,0.016802685335279,,block,corner
3354502,Serbia,Dušan Vlahović,21.9,41.1,0.035917986184359,0.0425,save,regular
3354270,Serbia,Dušan Vlahović,21.5,56.0,0.032866112887859,,block,assisted
3354266,Serbia,Aleksandar Mitrović,15.2,59.0,0.046581126749516,,miss,assisted
3354496,England,Harry Kane,5.1,46.2,0.20039869844913,0.4867,save,assisted
3354472,England,Trent Alexander-Arnold,25.7,64.8,0.02630896307528,0.0393,save,assisted
3354283,England,Trent Alexander-Arnold,25.8,62.2,0.04551150277257,,block,free-kick
3354233,England,Trent Alexander-Arnold,23.1,69.1,0.030303506180644,,miss,assisted
3354228,England,Jude Bellingham,5.4,49.6,0.23918735980988,0.925,goal,regular
3349038,Germany,Emre Can,20.3,47.8,0.035832051187754,0.3357,goal,assisted
3349035,Germany,Leroy Sané,25.3,52.6,0.041160963475704,,miss,fast-break
3349034,Germany,Leroy Sané,19.5,68.5,0.014805857092142,0.0226,save,assisted
3349033,Germany,Maximilian Mittelstädt,15.6,31.3,0.025137145072222,,miss,corner
3349012,Germany,Niclas Füllkrug,15.0,48.0,0.18599766492844,0.3863,goal,regular
3349011,Germany,Maximilian Mittelstädt,21.0,32.1,0.017643390223384,,miss,corner
3349010,Germany,Leroy Sané,11.7,65.4,0.12839362025261,0.1463,save,fast-break
3349008,Germany,Florian Wirtz,27.8,44.8,0.026532743126154,,miss,assisted
3349009,Germany,Maximilian Mittelstädt,15.9,29.4,0.031711459159851,,block,regular
3349007,Germany,İlkay Gündoğan,8.2,46.4,0.12547841668129,,block,regular
3349005,Germany,Florian Wirtz,7.6,58.9,0.097916819155216,,miss,assisted
3349003,Germany,Joshua Kimmich,21.6,65.8,0.033394705504179,,block,corner
3349004,Germany,Pascal Groß,20.7,32.3,0.033208217471838,,block,corner
3349002,Germany,Antonio Rüdiger,12.1,53.6,0.017593936994672,,block,corner
3349001,Germany,Antonio Rüdiger,30.9,53.6,0.026680184528232,0.2263,save,assisted
3349000,Germany,Kai Havertz,11.5,50.0,0.7884,0.9606,goal,penalty
3348998,Germany,İlkay Gündoğan,7.6,53.2,0.099803552031517,0.1761,save,assisted
3348946,Germany,Kai Havertz,18.4,52.1,0.13858512043953,0.3661,save,free-kick
3348945,Germany,Jamal Musiala,12.5,47.0,0.17583408951759,0.3379,goal,assisted
3348944,Germany,Florian Wirtz,17.7,51.6,0.10261054337025,0.3744,goal,assisted
3349036,Scotland,Antonio Rüdiger,7.7,53.8,,,goal,set-piece
3349037,Scotland,Scott McKenna,10.1,63.6,0.018720520660281,,miss,set-piece
3350543,Hungary,Roland Sallai,13.7,46.1,0.046237502247095,,block,set-piece
3350542,Hungary,Barnabás Varga,4.7,51.9,0.66239815950394,0.754,goal,assisted
3350541,Hungary,Barnabás Varga,7.6,53.4,0.19832329452038,,miss,assisted
3350512,Hungary,Willi Orbán,7.8,48.9,0.20752122998238,0.2275,save,set-piece
3350454,Hungary,Roland Sallai,21.5,58.4,0.047491833567619,,miss,assisted
3350434,Hungary,Attila Szalai,8.9,32.7,0.090483568608761,,miss,set-piece
3350550,Switzerland,Breel Embolo,12.5,51.6,0.60602176189423,0.4105,goal,regular
3350547,Switzerland,Granit Xhaka,3.8,59.5,0.064050666987896,0.0276,save,corner
3350548,Switzerland,Vincent Sierro,26.9,36.6,0.012615282088518,,block,assisted
3350546,Switzerland,Dan Ndoye,12.4,61.9,0.04870317876339,,miss,assisted
3350545,Switzerland,Fabian Schär,6.8,51.5,0.13657473027706,,miss,corner
3350544,Switzerland,Dan Ndoye,9.1,27.8,0.042792163789272,,block,assisted
3350540,Switzerland,Dan Ndoye,21.5,62.2,0.022582789883018,,miss,regular
3350539,Switzerland,Ruben Vargas,11.1,34.9,0.04500350728631,0.0319,save,assisted
3350538,Switzerland,Kwadwo Duah,13.4,35.3,0.10492362827063,0.1976,save,assisted
3350537,Switzerland,Kwadwo Duah,9.0,62.1,0.081945359706879,,block,assisted
3350520,Switzerland,Michel Aebischer,22.2,42.5,0.056842003017664,0.4062,goal,assisted
3350502,Switzerland,Fabian Schär,15.6,64.5,0.034765344113111,,block,regular
3350478,Switzerland,Fabian Schär,23.6,64.8,0.011286222375929,,block,corner
3350474,Switzerland,Ruben Vargas,11.9,56.3,0.54257935285568,0.4501,save,regular
3350464,Switzerland,Kwadwo Duah,9.7,52.3,0.51448106765747,0.8889,goal,assisted
3350732,Spain,Ferran Torres,9.5,69.5,0.045293860137463,,block,fast-break
3350721,Spain,Dani Olmo,26.2,48.5,0.024577317759395,,block,assisted
3350714,Spain,Lamine Yamal,25.3,58.7,0.066643297672272,,block,free-kick
3350707,Spain,Álvaro Morata,2.6,42.1,0.23782688379288,,miss,corner
3350706,Spain,Lamine Yamal,9.8,61.5,0.32134181261063,0.8362,save,fast-break
3350623,Spain,Daniel Carvajal,5.2,53.6,0.50334048271179,0.649,goal,corner
3350619,Spain,Robin Le Normand,6.1,48.5,0.14660137891769,,miss,corner
3350616,Spain,Fabián Ruiz,14.3,46.6,0.13585475087166,0.1444,goal,assisted
3350613,Spain,Álvaro Morata,15.6,49.7,0.40400397777557,0.874,goal,fast-break
3350578,Spain,Lamine Yamal,11.9,62.4,0.079328164458275,,miss,fast-break
3350577,Spain,Álvaro Morata,22.1,63.0,0.047076772898436,0.1882,save,assisted
3350761,Croatia,Ivan Perišić,11.0,35.2,0.013606139458716,,miss,assisted
3350728,Croatia,Ivan Perišić,28.4,32.7,0.017737736925483,0.1917,save,assisted
3350729,Croatia,Ivan Perišić,18.2,33.4,0.045337736606598,,block,assisted
3350723,Croatia,Bruno Petković,11.5,50.0,0.7884,0.9883,save,penalty
3350713,Croatia,Mateo Kovačić,4.2,43.2,0.20006696879864,,miss,regular
3350711,Croatia,Andrej Kramarić,2.7,50.9,0.44897362589836,0.8995,save,assisted
3350709,Croatia,Ante Budimir,3.0,46.6,0.26666194200516,,miss,regular
3350708,Croatia,Josip Stanišić,7.4,59.3,0.18661279976368,,block,regular
3350704,Croatia,Joško Gvardiol,18.7,30.0,0.033455315977335,,block,assisted
3350622,Croatia,Mateo Kovačić,25.4,36.6,0.01821188442409,,miss,assisted
3350621,Croatia,Andrej Kramarić,30.4,55.3,0.014164580032229,,miss,assisted
3350620,Croatia,Joško Gvardiol,4.5,35.0,0.060781434178352,,miss,assisted
3350618,Croatia,Lovro Majer,2.9,64.2,0.12414707243443,,miss,regular
3350617,Croatia,Marcelo Brozović,18.5,49.9,0.097135782241821,0.1575,save,regular
3350615,Croatia,Mateo Kovačić,15.0,47.9,0.13484826683998,0.1603,save,assisted
3350581,Croatia,Ante Budimir,13.0,48.9,0.030576480552554,,miss,assisted
3351026,Italy,Federico Dimarco,23.8,27.2,0.023048551753163,0.0997,save,assisted
3351003,Italy,Giovanni Di Lorenzo,3.6,38.5,0.051838424056768,,block,corner
3350993,Italy,Federico Chiesa,17.6,65.8,0.03292191028595,,miss,assisted
3350980,Italy,Gianluca Scamacca,21.8,54.4,0.025939362123609,,miss,regular
3350971,Italy,Lorenzo Pellegrini,8.3,47.1,0.19831444323063,,miss,assisted
3350964,Italy,Riccardo Calafiori,8.9,48.1,0.05739189684391,,block,corner
3350962,Italy,Gianluca Scamacca,4.2,63.4,0.15886078774929,0.5179,save,assisted
3350956,Italy,Davide Frattesi,6.4,64.2,0.21675609052181,0.256,save,regular
3350952,Italy,Lorenzo Pellegrini,7.3,39.5,0.060825299471617,,miss,assisted
3350945,Italy,Federico Chiesa,24.0,43.2,0.01063616015017,,block,corner
3350955,Italy,Riccardo Calafiori,4.5,47.1,0.19445116817951,,block,corner
3350939,Italy,Nicolò Barella,18.9,47.3,0.089120268821716,0.3423,goal,regular
3350938,Italy,Gianluca Scamacca,14.5,64.4,0.030000058934093,,block,regular
3350893,Italy,Alessandro Bastoni,3.2,59.3,0.19220964610577,0.3749,goal,corner
3350892,Italy,Federico Dimarco,14.5,27.4,0.017558827996254,,block,assisted
3350886,Italy,Federico Chiesa,8.6,72.7,0.024331673979759,,block,assisted
3350880,Italy,Lorenzo Pellegrini,14.4,52.7,0.17223407328129,,miss,assisted
3351048,Albania,Mario Mitaj,18.2,29.4,0.04195773229003,,miss,assisted
3351041,Albania,Rey Manaj,3.8,66.2,0.21717385947704,,miss,assisted
3351011,Albania,Kristjan Asllani,20.4,56.2,0.033794123679399,,miss,corner
3350982,Albania,Kristjan Asllani,25.0,30.9,0.035784356296062,,block,free-kick
3350967,Albania,Jasir Asani,25.7,65.7,0.0067548104561865,,miss,set-piece
3350889,Albania,Berat Djimsiti,15.1,41.6,0.079451516270638,,miss,assisted
3350887,Albania,Jasir Asani,11.1,72.3,0.021808583289385,,block,assisted
3350879,Albania,Nedim Bajrami,7.6,67.0,0.068278282880783,0.5908,goal,regular
3353757,Poland,Nicola Zalewski,26.3,34.4,0.018668623641133,0.2002,save,assisted
3353756,Poland,Jakub Moder,28.4,57.9,0.021185558289289,0.1539,save,assisted
3353753,Poland,Jakub Piotrowski,1.2,41.3,0.13886666297913,,miss,regular
3353754,Poland,Karol Świderski,7.1,46.2,0.2272008061409,0.6561,save,assisted
3354215,Poland,Jakub Moder,4.0,47.9,0.47326856851578,,miss,corner
3353741,Poland,Jakub Moder,9.9,42.4,0.13386729359627,,miss,assisted
3353740,Poland,Piotr Zieliński,23.2,57.7,0.032944016158581,0.0297,save,assisted
3353739,Poland,Jakub Kiwior,11.4,62.0,0.11932069808245,0.2753,save,assisted
3353567,Poland,Jakub Kiwior,9.7,28.9,0.029082847759128,0.054,save,regular
3353550,Poland,Adam Buksa,6.1,46.0,0.12401009351015,0.0359,goal,corner
3353543,Poland,Adam Buksa,10.8,69.3,0.024317055940628,,block,assisted
3353505,Poland,Bartosz Salamon,53.5,54.2,0.011483704671264,,miss,fast-break
3353748,Netherlands,Wout Weghorst,7.9,46.6,0.13051977753639,0.8491,goal,regular
3353746,Netherlands,Stefan de Vrij,8.5,53.4,0.080307461321354,,miss,corner
3353742,Netherlands,Denzel Dumfries,8.3,70.1,0.022703681141138,,miss,assisted
3353738,Netherlands,Xavi Simons,12.5,64.4,0.079612195491791,,miss,fast-break
3353710,Netherlands,Memphis Depay,31.8,42.3,0.016206953674555,,miss,assisted
3353711,Netherlands,Tijjani Reijnders,20.4,67.1,0.02791609801352,,block,assisted
3353709,Netherlands,Xavi Simons,22.9,63.0,0.025146665051579,,block,regular
3353626,Netherlands,Memphis Depay,12.2,61.7,0.065954655408859,,miss,assisted
3353625,Netherlands,Tijjani Reijnders,24.6,35.9,0.022590301930904,,miss,assisted
3353623,Netherlands,Cody Gakpo,7.0,42.7,0.22849798202515,,miss,assisted
3353563,Netherlands,Cody Gakpo,21.6,44.0,0.047642592340708,0.0154,goal,assisted
3353561,Netherlands,Cody Gakpo,18.7,26.6,0.019071932882071,,miss,assisted
3353559,Netherlands,Tijjani Reijnders,1.8,39.7,0.051631979644299,,block,assisted
3353560,Netherlands,Denzel Dumfries,8.5,53.8,0.15706253051758,,miss,assisted
3353556,Netherlands,Memphis Depay,7.9,68.5,0.14724907279015,,miss,fast-break
3353554,Netherlands,Memphis Depay,14.7,51.1,0.12041456252337,,miss,assisted
3353552,Netherlands,Virgil van Dijk,13.6,48.9,0.035247884690762,0.053,save,corner
3353545,Netherlands,Xavi Simons,20.3,75.0,0.028496716171503,,miss,assisted
